PMID	Sentence	Dictionary Name	Position	True	False
26551998	All sleep disturbances were also significantly more frequent in patients with DLB than in alzheimer's disease, and DLB patients also more often had several co-occurring sleep disturbances.	DLB	78 81	1	0
26551998	All sleep disturbances were also significantly more frequent in patients with DLB than in alzheimer's disease, and DLB patients also more often had several co-occurring sleep disturbances.	DLB	115 118	1	0
26551998	CONCLUSIONS: Sleep problems are more common in DLB patients compared to alzheimer's disease, and are associated with more clinical impairment.	DLB	47 50	1	0
26551998	DLB patients frequently have several sleep problems occurring simultaneously, which suggests a need for screening and accurate assessment of sleep in DLB.	DLB	0 3	1	0
26551998	DLB patients frequently have several sleep problems occurring simultaneously, which suggests a need for screening and accurate assessment of sleep in DLB.	DLB	150 153	1	0
26552008	The results indicate that group 2b viruses encoding the SHC014 spike in a wild-type backbone can efficiently use multiple orthologs of the SARS receptor human angiotensin converting enzyme II (ACE2), replicate efficiently in primary human airway cells and achieve in vitro titers equivalent to epidemic strains of severe acute respiratory syndrome coronavirus.	SARS	139 143	1	0
26552011	Rolipram-induced improvement of cognitive function correlates with changes in hippocampal camp response element-binding protein phosphorylation, brain-derived neurotrophic factor and Arc protein levels.	Arc	183 186	0	1
26552011	Results show that supplementation with rolipram for 23 days (0.5mg/kg, once a day) improved the performance of diabetic rats in Morris water navigation task with increased level of camp response element-binding protein, brain-derived neurotrophic factor, and Arc protein in the hippocampus.	Arc	259 262	0	1
26552164	The former is mainly used to treat hepatolithiasis, gallstones, jaundice, stranguria and gout;	gout	89 93	1	0
26552169	To study the chemical constituents of the inflorescences of Coreopsis tinctoria from Xinjiang, isolation and purification of constituents were carried out by column chromatography on macroporous resin (D101) , MCI gel, MDS gel, silica gel, Sephadex LH-20 and semi-preparative HPLC.	MDS	219 222	0	1
26552213	CONCLUSION: In the surgical treatment of varicocele, laparoscopic retroperitoneal approach involves short operation time and few complications, subinguinal microscopic ligation has the advantages of little injury, rapid recovery, and few complications but requires specialized microsurgical techniques, and interventional embolotherapy leaves no incision scar and needs only local anesthesia and 1-day postoperative hospital stay, which is uitable for those with a contraindication to anesthesia.	scar	355 359	1	0
26552259	To quantify, document, and describe the characteristics and recent changes in forest fire regimes, we sampled 6 million ha of these three representative forests of the eastern and southern edges of the Amazon using 24 years (1983-2007) of satellite-derived annual forest fire scar maps and 16 years of monthly hot pixel information (1992-2007).	scar	276 280	1	0
26552259	Our results reveal that changes in forest fire regime properties differentially affected these three forest types in terms of area burned and fire scar size, frequency, and seasonality.	scar	147 151	1	0
26552259	Total forest area burned and fire scar size tended to increase over time (even in years of average rainfall in open canopy and transitional forests).	scar	34 38	1	0
26552271	We investigated the postfire succession of plant and soil carbon (C), nitrogen (N), and phosphorus (P) fluxes and stocks along a burn severity gradient in the 2007 Anaktuvuk River fire scar in northern Alaska.	scar	185 189	1	0
26552323	Predictors of Mortality in Patients with COPD and Chronic Respiratory Failure: The Quality-of-Life Evaluation and Survival Study : A Three-Year Study.	COPD	41 45	1	0
26552323	UNLABELLED: Previous studies sought to identify survival or outcome predictors in patients with COPD and chronic respiratory failure, but their findings are inconsistent.	COPD	96 100	1	0
26552323	In conclusion, the need for oxygen at rest, and health status assessment seems to be the strongest predictors of mortality in COPD patients with chronic respiratory failure.	COPD	126 130	1	0
26552362	An independent team determined the severity of the potential adverse drug event and the probability of causing an adverse drug event (PAE).	PAE	134 137	0	1
26552362	The PAE was higher than 40% in 49% of prescribing errors.	PAE	4 7	0	1
26552362	The overall inter-rater agreement for the participants was moderate for severity (kappa = 0.57; P <0.005) and strong for the PAE (kappa = 0.77; P <0.005).	PAE	125 128	0	1
26552468	BACKGROUND/AIMS: Gout is a common inf lammatory arthritis triggered by the crystallization of uric acid in the joints.	Gout	17 21	1	0
26552468	Independent studies to confirm the genetic associations with gout in various ethnic populations are warranted.	gout	61 65	1	0
26552468	We investigated the association of polymorphisms in the ABCG2 and SLC2A9 genes with gout in Korean patients and healthy individuals.	gout	84 88	1	0
26552468	METHODS: We consecutively enrolled 109 patients with gout and 102 healthy controls.	gout	53 57	1	0
26552468	The diagnosis of gout was based on the preliminary criteria of the America College of Rheumatology.	gout	17 21	1	0
26552468	RESULTS: Patients with gout had significantly higher A/A genotype (29.3% vs. 4.9%, respectively) and A allele (52.8% vs. 26.5%, respectively) frequencies of rs2231142 in ABCG2 than did controls (chi(2) = 29.42, p < 0.001;	gout	23 27	1	0
26552468	CONCLUSIONS: We demonstrated a significant association between rs2231142 in the ABCG2 gene and gout and identified novel SNPs, c.881A>G and c.1002+78G>A, in the SLC2A9 gene that may be associated with gout in a Korean population.	gout	95 99	1	0
26552468	CONCLUSIONS: We demonstrated a significant association between rs2231142 in the ABCG2 gene and gout and identified novel SNPs, c.881A>G and c.1002+78G>A, in the SLC2A9 gene that may be associated with gout in a Korean population.	gout	201 205	1	0
26552493	Infusing IVIG through Community Care Access Services in Patients with CIDP.	CIDP	70 74	1	0
26552536	The results revealed that SG fish accumulated the highest (65)Cu, followed by normal diet (61% of SG), whilst DCG fish accumulated the lowest (65)Cu (34% of SG).	SG	26 28	1	0
26552609	The screening with next-generation sequencing should also include diabetic patients for whom Sanger-based screening for particular subtypes of MODY provided negative results.	MODY	143 147	1	0
26552657	10(5) cells per cell line were placed in a culture dish and treated with Cy5.5-labeled TRA-8 overnight in vitro.	dish	51 55	0	1
26552694	Among the 521 lesions with a definitive postoperative diagnosis, the malignancy rate (invasive carcinoma or DCIS) was 21.5%.	DCIS	108 112	1	0
26552694	In patients with atypical ductal hyperplasia, papillary lesions, flat epithelial atypia, lobular neoplasia, and radial scar diagnosed by VABB, the malignancy rates were 25.9%, 3.1%, 18.3%, 26.4%, and 11.1%, respectively.	scar	119 123	1	0
26552923	Biosignals acquired from specific cellular milieu were subjected to an advanced supervised analytical method, i.e., cross-correlation and peak-to-peak ratio in addition to PCA and PC-LDA.	PCA	172 175	0	1
26553060	Myocardial denervation coincides with scar heterogeneity in ischemic cardiomyopathy: A positron emission tomography and CMR study.	scar	38 42	1	0
26553060	Heterogenic scar size assessed with late gadolinium-enhanced cardiac magnetic resonance imaging (CMR) is also a risk marker of ventricular arrhythmias.	scar	12 16	1	0
26553060	The current study explored the relation between innervation-perfusion mismatch and heterogenic scar size.	scar	95 99	1	0
26553060	Late gadolinium-enhanced CMR was conducted to assess total myocardial scar size, scar core size, and heterogenic scar size.	scar	70 74	1	0
26553060	Late gadolinium-enhanced CMR was conducted to assess total myocardial scar size, scar core size, and heterogenic scar size.	scar	81 85	1	0
26553060	Late gadolinium-enhanced CMR was conducted to assess total myocardial scar size, scar core size, and heterogenic scar size.	scar	113 117	1	0
26553060	CONCLUSIONS: Denerved residual viable myocardium in ischemic cardiomyopathy as observed with innervation-perfusion positron emission tomography is related to the heterogenic scar zone as assessed with late gadolinium-enhanced CMR.	scar	174 178	1	0
26553301	We believe the name "hyperplastic AChA" inaccurately describes variations of the posterior cerebral artery in which the anterior choroidal artery supplies part of or all of the territory of the posterior cerebral artery and propose "accessory PCA" to describe an anterior choroidal artery that supplies part of the territory of the posterior cerebral artery or "replaced PCA" to describe that vessel that supplies the territory all branches of the posterior cerebral artery.	PCA	243 246	0	1
26553301	We believe the name "hyperplastic AChA" inaccurately describes variations of the posterior cerebral artery in which the anterior choroidal artery supplies part of or all of the territory of the posterior cerebral artery and propose "accessory PCA" to describe an anterior choroidal artery that supplies part of the territory of the posterior cerebral artery or "replaced PCA" to describe that vessel that supplies the territory all branches of the posterior cerebral artery.	PCA	371 374	0	1
26553362	Here, the isocitrate dehydrogenase 2 and matrix metalloproteinase 7 levels in the specimens from 30 GC patients were investigated by Western blot and ELISA, respectively.	GC	100 102	1	0
26553362	We found that the isocitrate dehydrogenase 2 levels significantly decreased in GC, and were even lower in GC with metastases, compared to those without metastases.	GC	79 81	1	0
26553362	We found that the isocitrate dehydrogenase 2 levels significantly decreased in GC, and were even lower in GC with metastases, compared to those without metastases.	GC	106 108	1	0
26553362	Isocitrate dehydrogenase 2 levels inversely correlated with matrix metalloproteinase 7 levels in GC.	GC	97 99	1	0
26553362	GC patients with low isocitrate dehydrogenase 2 had lower 5-year survival.	GC	0 2	1	0
26553362	Together, these data suggest that isocitrate dehydrogenase 2 may be a tumor suppressor in that its loss may promote malignant progression of GC via NF-kappaB-dependent increases in matrix metalloproteinase 7 activity.	GC	141 143	1	0
26553388	No patients had wound complications or scar pain.	scar	39 43	1	0
26553398	The aim of this study was to evaluate the association between dietary intake and OME when adjusting obesity.	OME	81 84	1	0
26553398	METHODS: We analyzed the differences in dietary intake between children with/without OME who were 4 through 13 years of age using data from a large population-based survey - the Korea National Health and Nutrition Examination Survey - from 2008 through 2012.	OME	85 88	1	0
26553398	RESULTS: The BMI category, the proportion of total calorie intake, protein intake, water intake, and Na intake (intake/recommendation), and the distribution of carbohydrate intake were not associated with OME.	OME	205 208	1	0
26553398	The distribution of fat intake was associated with OME (each 10% increase of fat calories/total calories: unadjusted odds ratio =1.331, 95% confidence interval =1.016-1.744, P=0.038; age- and sex-adjusted OR=1.359, 95% CI=1.028-1.797, P=0.031; adjusted for age, sex and other factors OR=1.392, 95% CI=1.054-1.839, P=0.020).	OME	51 54	1	0
26553398	Based on BMI subgroup analysis, the distribution of fat intake was associated with OME in the healthy weight group (each 10% increase of fat calories/total calories: unadjusted OR=1.393, 95% CI=1.017-1.909, P=0.039; adjusted OR=1.470, 95% CI=1.051-2.055, P=0.024) but not in the obese group.	OME	83 86	1	0
26553398	CONCLUSIONS: A high-fat diet was associated with OME and may represent a confounding factor between obesity and OME.	OME	49 52	1	0
26553398	CONCLUSIONS: A high-fat diet was associated with OME and may represent a confounding factor between obesity and OME.	OME	112 115	1	0
26553512	Therapy: PHD inhibitors correct anaemia in CKD.	CKD	43 46	1	0
26553703	Two cases of LPDC diagnosed in Hospital Center of Le Mans are reported, a 78 year old woman (case 1) and a 82 year old man (case 2), and have been clinically, biologically and histologically documented.	LPDC	13 17	1	0
26553785	Managing Hypertension in Patients with CKD: A Marathon, Not a SPRINT.	CKD	39 42	1	0
26553785	The authors highlight published evidence on the safety and efficacy of differing intensities of anti-hypertensive therapy in mild to moderate CKD, where SPRINT will help to inform practice, as well as where gaps in evidence will remain.	CKD	142 145	1	0
26553796	A Matter of Choice: Opportunities and Obstacles Facing People with ESRD.	ESRD	67 71	1	0
26553796	Kidney failure is an overwhelming, life-shattering event, but patients with ESRD do not see themselves as being at the end stage of their lives.	ESRD	76 80	1	0
26553796	Many patients with ESRD faced with the limitations of their health status and the demands of their treatment understandably choose to leave their jobs, a choice that is facilitated by the availability of public disability and health insurance.	ESRD	19 23	1	0
26553796	Specifically, current disability and health insurance may fail to provide timely treatment and employment counseling to help patients with ESRD remain in their jobs.	ESRD	139 143	1	0
26553796	We, therefore, propose that the Center for Medicare and Medicaid Services support ESRD Networks to initiate more timely employment and treatment counseling in both the ESRD and the late-stage pre-ESRD setting.	ESRD	82 86	1	0
26553796	We, therefore, propose that the Center for Medicare and Medicaid Services support ESRD Networks to initiate more timely employment and treatment counseling in both the ESRD and the late-stage pre-ESRD setting.	ESRD	168 172	1	0
26553807	We apply our method genome-wide and discover huge gene-to-gene variability of mean exposure times of TATA boxes and patches adjacent to TSS (+1 nucleosome region);	TSS	136 139	0	1
26553871	To this effect, several studies have identified Nlrp3 inflammasome engagement in a number of common human diseases such as atherosclerosis, type 2 diabetes, Alzheimer disease, or gout.	gout	179 183	1	0
26553892	The aim of this study was to evaluate the roles of patient, clinician, and community factors in predicting appropriate management of URIs in children.	URIs	133 137	1	0
26553892	We followed the Healthcare Effectiveness Data and Information Set quality measurement titled "Appropriate treatment for children with upper respiratory infection" to determine the rate of appropriate management of URIs.	URIs	214 218	1	0
26553946	Teaching NeuroImages: Recurrent SSPE presenting as Anton syndrome with cortical ribboning.	SSPE	32 36	1	0
26553965	The objective of this study is to assess whether statin use is associated with beneficial effects on COPD outcomes.	COPD	101 105	1	0
26553965	Six articles provided data on COPD exacerbation with or without hospitalization (129,796 participants), hazard ratio 0.64 (0.55 to 0.75).	COPD	30 34	1	0
26553965	Our systematic review showed a clear benefit of statins in patients with COPD.	COPD	73 77	1	0
26553980	In addition to having a rigorous statistical foundation, ARGO outperforms all previously available Google-search-based tracking models, including the latest version of Google Flu Trends, even though it uses only low-quality search data as input from publicly available Google Trends and Google Correlate websites.	Flu	175 178	1	0
26554082	We propose a theoretical model which draws a causal arc from childhood maltreatment through insecure attachment and maladaptive beliefs to elevated risk for boundary violations.	arc	52 55	0	1
26554232	Kaplan-Meier analysis showed that chronic heart failure patients with Hhomocysteine > 15 mumol/L had a significantly lower survival rate (35% vs. 56%, log-rank p < 0.05) than those without HHcy.	HHcy	189 193	1	0
26554382	Either a fixed- or a random-effects model was used to calculate pooled RRs.	RRs	71 74	0	1
26554382	The pooled RRs of breast cancer for the highest versus lowest categories were 0.96 (95% CI: 0.86-1.07) for total cholesterol, 0.92 (95% CI: 0.73-1.16) for high-density lipoprotein cholesterol, 0.90 (95% CI: 0.77-1.06) for low-density lipoprotein cholesterol, and 0.93 (95% CI: 0.86-1.00) for triglycerides.	RRs	11 14	0	1
26554390	Here, we report a new synthesized compound SCR-1693 which is designed to target both AChE and calcium channels that are potential for AD therapy.	AChE	85 89	0	1
26554390	OBJECTIVES: We investigated the effects of SCR-1693 on AChE and calcium channels, the effects of neuroprotection and anti-amnesia in icv-Abeta25-35-injected mice, and the potential mechanisms.	AChE	55 59	0	1
26554390	METHODS: AChE activity assay, intracellular Ca(2+) content and calcium currents measurement, and Abeta25-35-induced cellular death determine were performed for validation of designed targets and neuroprotection of SCR-1693.	AChE	9 13	0	1
26554390	The pyramidal neuron number, hippocampal AChE activity, and synaptic transmission were measured on day 12.	AChE	41 45	0	1
26554390	RESULTS: SCR-1693 acted as a selective, reversible, and noncompetitive inhibitor of AChE, and a nonselective voltage-gated calcium channel blocker.	AChE	84 88	0	1
26554390	SCR-1693 also inhibited the increase of AChE activity in the mouse hippocampus.	AChE	40 44	0	1
26554398	This study aimed to assess the impact of menopause on insulin resistance and metabolic syndrome in HCV.	HCV	99 102	1	0
26554398	We conclude that women are at inc-reased risk for insulin resistance in HCV.	HCV	72 75	1	0
26554398	Along with lifestyle modification and weight loss, women with metabolic abnormalities represent an especially at-risk group warranting HCV treatment to prevent adverse metabolic outcomes.	HCV	135 138	1	0
26554509	The present article hypothesizes that enhancing autophagy in neuronal cells may help them to get rid of bioenergetic crisis, necrosis, apoptosis associated with DN.	DN	161 163	1	0
26554509	Involvement of various energy derived metabolic, cellular death pathways and oxidative stress in the pathogenesis of DN and how autophagy may halts the progression of DN has been discussed with supporting literature.	DN	117 119	1	0
26554509	Involvement of various energy derived metabolic, cellular death pathways and oxidative stress in the pathogenesis of DN and how autophagy may halts the progression of DN has been discussed with supporting literature.	DN	167 169	1	0
26554525	The evaluated predictor variables are age, sex, ESR, CRP, fibrinogen, ferritin, albumin, haemoglobin level, platelet count, total leukocyte count, neutrophil percentage, lymphocyte percentage, ALP, LDH, ALAT, ASAT, GGT, total bilirubin, CK, RF, ANA, urinanalysis, chest radiography, abdominal US, lymphadenopathy, duration of fever, comorbid diseases and previous therapies.	ASAT	209 213	0	1
26554658	As the prognostic efficacy of initial risk factors may ebb during long-term practice, we aim to report conditional cancer-specific survival of RCC patients and evaluate the impact of interleukin-6 as well as its receptor to offer more relevant prognostic information accounting for elapsing time.	RCC	143 146	1	0
26554739	Cost-effectiveness analysis of genotyping for HLA-B*5801 and an enhanced safety program in gout patients starting allopurinol in Singapore.	gout	91 95	1	0
26554739	METHODS: The analysis adopted a health systems perspective and considered Singaporean patients with chronic gout, over a lifetime horizon, using allopurinol or probenecid.	gout	108 112	1	0
26554739	The model incorporated SJS/toxic epidermal necrolysis and gout treatment outcomes, allele frequencies, drug prices and other medical costs.	gout	58 62	1	0
26554739	Avoidance of ULTs was the least preferred strategy as uncontrolled gout leads to lower quality-adjusted life years and higher costs.	gout	67 71	1	0
26554739	CONCLUSION: The analysis underscores the need for biomarkers with higher positive predictive value for SJS/TEN, less expensive genetic tests or safety programs, or more effective gout drugs.	gout	179 183	1	0
26554771	Correlation of glucose transporter 9 Polymorphisms With Gout Risk.	Gout	56 60	1	0
26554771	Single nucleotide polymorphisms at the glucose transporter 9 locus are clearly related to uric acid concentrations previously identified as a major cause of gout.	gout	157 161	1	0
26554771	Due to the important function of various single nucleotide polymorphisms, we hypothesized that the common glucose transporter 9 polymorphisms (rs16890979, rs6855911, and rs7442295) are associated with gout risk.	gout	201 205	1	0
26554771	However, the meta-analysis of rs6855911 revealed no significant associations.These data seem to support the hypothesis that the risk of gout may be associated with glucose transporter 9 rs16890979 and rs7442295.	gout	136 140	1	0
26554900	Yeast, in contrast with higher eukaryotes, has a small genome, which has lent itself to simpler ORF prediction.	ORF	96 99	0	1
26555092	Somatic loss of function mutations in neurofibromin 1 and MYC associated factor X genes identified by exome-wide sequencing in a wild-type GIST case.	GIST	139 143	1	0
26555092	METHODS: Paired tumor and normal DNA from an SDH-intact wild-type GIST case was subjected to whole exome sequencing to identify the pathogenic mechanism(s) in this tumor.	GIST	66 70	1	0
26555092	Selected findings were further investigated in panels of GIST tumors through Sanger DNA sequencing, quantitative real-time PCR, and immunohistochemical approaches.	GIST	57 61	1	0
26555092	RESULTS: A hemizygous frameshift mutation (p.His2261Leufs*4), in the neurofibromin 1 gene was identified in the patient's GIST;	GIST	122 126	1	0
26555092	Immunohistochemical analysis for MAX on a large panel of gastrointestinal stromal tumors identified loss of MAX expression in the MAX-mutated GIST and in a subset of mainly KIT-mutated tumors.	GIST	142 146	1	0
26555092	CONCLUSION: This study suggests that inactivating neurofibromin 1 mutations outside the context of neurofibromatosis may be the oncogenic mechanism for a subset of sporadic GIST.	GIST	173 177	1	0
26555092	In addition, loss of function mutation of the MAX gene was identified for the first time in GIST, and a broader role for MAX in GIST progression was suggested.	GIST	92 96	1	0
26555092	In addition, loss of function mutation of the MAX gene was identified for the first time in GIST, and a broader role for MAX in GIST progression was suggested.	GIST	128 132	1	0
26555165	Enterovirus 71 is a common causative agent of HFMD, and various strains of enterovirus 71 are prevalent worldwide.	HFMD	46 50	1	0
26555230	OBJECTIVES: First, to compare EHD-PRO assessment and its two dimensions, lack of emotional control and emotional blunting, between a large sample of healthy controls and two samples of PwMS, relapsing-remitting multiple sclerosis and primary progressive multiple sclerosis ;	PwMS	185 189	1	0
26555305	Pediatric Erythema Multiforme in the Emergency Department: More Than "Just a Rash".	Rash	77 81	1	0
26555390	Massive horizontal gene transfer, strictly vertical inheritance and ancient duplications differentially shape the evolution of Bacillus cereus enterotoxin operons hbl, cytK and nhe.	hbl	163 166	0	1
26555390	Comparison to the phylogeny of enterotoxin genes uncovered ample evidence for horizontal transfer of hbl, cytK and plcR, as well as frequent deletion of both toxins and duplication of hbl.	hbl	101 104	0	1
26555390	Comparison to the phylogeny of enterotoxin genes uncovered ample evidence for horizontal transfer of hbl, cytK and plcR, as well as frequent deletion of both toxins and duplication of hbl.	hbl	184 187	0	1
26555390	CONCLUSIONS: Frequent exchange of the pathogenicity factors hbl, cytK and plcR in B. cereus sensu lato appears to be an important mechanism of B. cereus virulence evolution, including so-called probiotic or non-pathogenic species, which might have consequences for risk assessment procedures.	hbl	60 63	0	1
26555419	RESULTS: The univariate analysis showed that Glasgow Coma Score at admission, contusion volume at the first brain CT scans, midline shift, combined with skull fracture, subarachnoid hemorrhage, epidural hematoma, subdural hematoma, location of brain contusion, D-dimer levels, combined with type 2 diabetes were associated with progressive brain contusion.	Coma	53 57	1	0
26555419	Multivariate Logistic regression analysis showed that glasgow coma score at admission, contusion volume at the first CT scans, combined with subarachnoid hemorrhage, combined with type 2 diabetes were the independent risk factors for disease progression.	coma	62 66	1	0
26555592	Endothelial viability [endothelial cell density (ECD)] was measured using trypan vital staining.	ECD	49 52	0	1
26555592	ECD did not differ between study and control eyes at all time points.	ECD	0 3	0	1
26555631	The association between HLA-A*24:02 and lamotrigine-induced rash should be further investigated.	rash	60 64	1	0
26555647	The transfer of enriched B-cells from anti-CD25-respiratory syncytial virus mice into RSV-infected SCID mice increased severe lung inflammation associated with the increased viral load and eosinophil number.	SCID	99 103	1	0
26555758	Albeit there are concerns that HCH children may not achieve optimal long-term outcome in response to recombinant human growth hormone, anecdotal experiences suggested at least short-term height improvement.	HCH	31 34	1	0
26555758	After thorough search of published studies, meta-analysis of recombinant human growth hormone use in HCH children was performed.	HCH	101 104	1	0
26555758	In 113 HCH children, recombinant human growth hormone administration (median 0.25 mg/kg/week) progressively improved height pattern with 12 months catch-up growth (p < 0.0001).	HCH	7 10	1	0
26555758	In conclusion, our meta-analysis indicates that recombinant human growth hormone treatment progressively improved height outcome of HCH subjects.	HCH	132 135	1	0
26555786	METHODS: This retrospective nested matched case-control study is inclusive of 22,164 subjects [3,485 with comorbid major depressive disorder and posttraumatic stress disorder (92 with electroconvulsive therapy and 3,393 without ECT) and 18,679 without major depressive disorder and PTSD].	PTSD	282 286	1	0
26555821	Knowledge and attitude of pregnant women toward flu vaccination: a cross-sectional survey.	flu	48 51	1	0
26555847	We have found that for capillary blood flow velocity oscillations with amplitudes up to 10% of the baseline value (which reflect typical scenarios in CHS), the discrepancies between coherent hemodynamics spectroscopy spectra obtained with the linear and nonlinear models are negligible.	CHS	150 153	0	1
26555847	Therefore, the results presented in this work indicate that a linear hemodynamic model, combined with a method to elicit controlled hemodynamic oscillations (as done for CHS), is appropriate for the quantitative assessment of cerebral microcirculation.	CHS	170 173	0	1
26555896	Chronic diseases studied included: asthma/chronic obstructive lung disease (COPD), diabetes, epilepsy, hypertension, cardiac failure and HIV- related disease.	COPD	76 80	1	0
26556284	We measured prepulse inhibition (PPI) in treatment-refractory OCD patients undergoing deep brain stimulation of the nucleus accumbens and matched controls.	OCD	62 65	1	0
26556284	OCD patients in the pharmacologic group took part in a single session.	OCD	0 3	1	0
26556284	Statistical analysis revealed significant differences between controls and (1) patients with pharmacological treatment and (2) OCD deep brain stimulation patients when the stimulation was switched off.	OCD	127 130	1	0
26556284	There was no significant difference in PPI between OCD patients being stimulated and the control group.	OCD	51 54	1	0
26556284	Assuming that PPI impairments partially reflect the neurobiological substrates of OCD, our results show that deep brain stimulation of the nucleus accumbens may improve sensorimotor gating via correction of dysfunctional neural substrates.	OCD	82 85	1	0
26556425	Clinical presentation of sepsis associated encephalopathy may range from mild symptoms such as malaise and concentration deficits to deep coma.	coma	138 142	1	0
26556437	Gout tophus on an intradural fascicle: a case description.	Gout	0 4	1	0
26556437	OBJECTIVE: Detailed description of case and review of literature to determine its uniqueness with special regard to intradural gout tophus formation without any boney attachment or underlying systemic gout.	gout	127 131	1	0
26556437	OBJECTIVE: Detailed description of case and review of literature to determine its uniqueness with special regard to intradural gout tophus formation without any boney attachment or underlying systemic gout.	gout	201 205	1	0
26556437	Gout tophi commonly involve the peripheral joints of the upper and lower extremities.	Gout	0 4	1	0
26556437	Rarely, gout tophi are located within the spinal cord, especially without any underlying hyperuricemia.	gout	8 12	1	0
26556437	The neuropathological examination showed a gout tophus.	gout	43 47	1	0
26556437	CONCLUSION: To the best of our knowledge, this is the first report of a gout tophus originating from an intradural fascicle and without any boney attachment or underlying systemic gout.	gout	72 76	1	0
26556437	CONCLUSION: To the best of our knowledge, this is the first report of a gout tophus originating from an intradural fascicle and without any boney attachment or underlying systemic gout.	gout	180 184	1	0
26556530	Specifically described are the procedures for exposing mouse or rat pups (aged postnatal day 1-8) to a brief (40-80 min) period of intermittent hypoxia (AIH).	AIH	153 156	1	0
26556530	The procedures included in this video protocol include calibration of the whole-body plethysmography chamber in which pups are placed during AIH and the technical details of AIH exposure.	AIH	141 144	1	0
26556530	The procedures included in this video protocol include calibration of the whole-body plethysmography chamber in which pups are placed during AIH and the technical details of AIH exposure.	AIH	174 177	1	0
26556530	These results support the notion that tissue level changes across multiple systems could be observed following AIH, and support the continued optimization and establishment of AIH as a priming or conditioning modality for therapeutic cell populations.	AIH	111 114	1	0
26556530	These results support the notion that tissue level changes across multiple systems could be observed following AIH, and support the continued optimization and establishment of AIH as a priming or conditioning modality for therapeutic cell populations.	AIH	176 179	1	0
26556774	Although recent genome-wide and locus-specific association studies revealed that the RING finger protein 213 gene is an important susceptibility gene for moyamoya disease (MMD), the exact mechanism by which the genetic alteration of ring finger protein 213 contributes to the development of MMD has not yet been elucidated.	MMD	172 175	1	0
26556774	Although recent genome-wide and locus-specific association studies revealed that the RING finger protein 213 gene is an important susceptibility gene for moyamoya disease (MMD), the exact mechanism by which the genetic alteration of ring finger protein 213 contributes to the development of MMD has not yet been elucidated.	MMD	291 294	1	0
26556774	However, information regarding the temporal and spatial expression patterns of the ring finger protein 213 gene under the condition of cerebral ischemia, which is one of characteristic pathologies associated with MMD, is currently limited.	MMD	213 216	1	0
26556774	Early increases in ring finger protein 213 gene expression in neurons after transient middle cerebral artery occlusion indicate its involvement in cerebral ischemia, which is an underlying pathology of MMD.	MMD	202 205	1	0
26556774	Further investigation is required to clarify its exact role in the pathophysiology of MMD.	MMD	86 89	1	0
26556894	Effects of Inspiratory Muscle Training and Calisthenics-and-Breathing Exercises in COPD With and Without Respiratory Muscle Weakness.	COPD	83 87	1	0
26556894	BACKGROUND: Patients with COPD may experience respiratory muscle weakness.	COPD	26 30	1	0
26556894	The aims of the study are to compare the effects of inspiratory muscle training and calisthenics-and-breathing exercises associated with physical training in subjects with COPD as an additional benefit of strength and endurance of the inspiratory muscles, thoracoabdominal mobility, physical exercise capacity, and reduction in dyspnea on exertion.	COPD	172 176	1	0
26556898	Patient-Ventilator Interaction During Noninvasive Ventilation in Simulated COPD.	COPD	75 79	1	0
26556898	BACKGROUND: During noninvasive ventilation of COPD patients, delayed off-cycling of pressure support can cause patient ventilator mismatch and noninvasive ventilation failure.	COPD	46 50	1	0
26556898	METHODS: A lung simulator with COPD settings was connected to an ICU ventilator via helmet or face mask.	COPD	31 35	1	0
26556898	CONCLUSION: Augmenting the cycling criterion above the default setting (20-30% peak inspiratory flow) improved patient ventilator synchrony in a simulated COPD model.	COPD	155 159	1	0
26556918	COPD';	COPD	0 4	1	0
26556918	'COPD';	COPD	1 5	1	0
26556984	When liver is faced to a persistent and/or intense local damage the maintained inflammatory response gives rise to a progressive replacement of normal hepatic tissue by non-functional fibrotic scar.	scar	193 197	1	0
26557005	Hepatic encephalopathy is a severe neuropsychiatric syndrome that most commonly occurs in decompensated liver cirrhosis and incorporates a spectrum of manifestations that ranges from mild cognitive impairment to coma.	coma	212 216	1	0
26557045	We evaluated both retrospectively and prospectively the risk of SRs in patients with large local reactions to stings.	SRs	64 67	0	1
26557057	Alterations in stress granule dynamics driven by TDP-43 and FUS: a link to pathological inclusions in ALS?	ALS	102 105	1	0
26557108	Our previous work shows orf to be ubiquitous in the Fujian Province of China, a region where there is considerable heterogeneity among ORFVs.	orf	24 27	0	1
26557108	The availability of genomic sequences of four Fujian goat ORFVs aids in our understanding of the diversity of orf virus isolates in this region and can assist in distinguishing between orf strains that originate in sheep and goats.	orf	185 188	0	1
26557142	Increased incidence of cancer was frequently reported in scleroderma (SSc), but no association with gynaecological malignancies was described in literature.	SSc	70 73	1	0
26557142	To investigate gynaecological neoplasms in SSc patients.	SSc	43 46	1	0
26557142	In this cross-sectional analysis, we evaluated 80 SSc patients, living in the same geographical area.	SSc	50 53	1	0
26557142	A relatively high frequency of gynaecological malignancies was found in our SSc series.	SSc	76 79	1	0
26557142	In general, gynaecological evaluation for SSc women needs to be included in the routine patients' surveillance.	SSc	42 45	1	0
26557158	In univariate and multivariate analysis, we analyzed the relationship between demographic (age, gender, race, diagnosis date), histologic (AA, GBM), and treatment (surgery, radiation) factors on survival.	GBM	143 146	1	0
