PMID	Sentence	Dictionary Name	Position	True	False
95208	Natural occurrence of 2-5A in interferon-treated EMC virus-infected L cells.	EMC	49 52	0	1
95208	Here we report their natural occurrence in interferon-treated, EMC virus-infected mouse L cells in amounts consistent with the idea that they play a part in the inhibition of virus growth.	EMC	63 66	0	1
95391	Glycogen was extremely abundant in the epithelial lining of the lumen and efferent duct of the anal sac and also in ducts of sebaceous glands of the sacs constantly formed in the place of degenerating acini.	sac	100 103	0	1
95985	In RLC cultures perfused with serum-supplemented medium the growth promoting effect decreased with increasing density of the cells.	RLC	3 6	0	1
96098	The amino-terminal amino acid sequence of the pili protein from Pseudomonas aeruginosa K pili is presented.	pili	89 93	1	0
96134	Attachment role of gonococcal pili.	pili	30 34	1	0
96134	Optimum conditions and quantitation of adherence of isolated pili to human cells in vitro.	pili	61 65	1	0
96134	Gonoccocal pili facilitate attachment of virulent Neisseria gonorrhoeae to human cells.	pili	11 15	1	0
96134	To characterize this attachment function, purified gonococcal pili isolated from four strains possessing antigenically distinct pili were radiolabeled with 125I and used to measure the attachment of pili to various human cells in vitro.	pili	62 66	1	0
96134	Human buccal and cervical-vaginal mucosal epithealial cells, fallopian tube mucosa, and sperm bound pili in greater numbers per micrometer2 of surface area (1--10) than fetal tonsil fibroblasts, HeLa M cells, erythrocytes, or polymorphonuclear leukocytes.	pili	100 104	1	0
96134	Pili of all antigenic types attached equally to a given cell type, implying that the attachment moiety of each pilus was similar.	Pili	0 4	1	0
96134	Attachement of gonoccocal pili to human cells occurred quickly with saturation of presumed receptor sites within 20--60 min.	pili	26 30	1	0
96134	Attachment was inhibited by antibody to pili (homologous pili Ab greater than heterologous Ab).	pili	40 44	1	0
96134	The extent of possible protection against gonococcal infection due to inhibition of pili-mediated attachment might prove limited as a result of the considerable antigenic heterogeneity among pili and the observation that blockage of pili attachment is maximal only with antibody to pili of the infecting strain.	pili	191 195	1	0
96563	It was found out that substance A GANS was present in 16 serums of the total number of those which were examined, so that in the receptors the application of serum or yolk changed the type of the GANS system from original 0 into type A, irrespective of the type of donor.	yolk	167 171	1	0
97140	It is an anatomical sac like formation, located in the interior of the duodenum and communicating with it through an orifice situated a the upper pole of the diverticulum where the wall is covered by mucosa on both faces.	sac	20 23	0	1
97841	In four out of five investigated kinds of products it was proved that most fresh samples met the microbiological requirements of Czechoslovak State Standard CSN 58 3601 and it is even feasible to consider a stricter approach to the evaluation of the total number of microbes [CPM] to 10(5) per g and in the number of coliform microbes to 10(3) per g.	CSN	157 160	0	1
97969	Ultrasonic identification of an extrauterine gestational sac, allowing a definitive diagnosis of ectopic pregnancy, was uncommon.	sac	57 60	0	1
98013	A coexisting intrauterine filling defect may then be more confidently diagnosed as an amniotic sac.	sac	95 98	0	1
98051	Spectrographic analysis of laryngeal air sac resonance in rhesus monkey.	sac	41 44	0	1
98051	From previous cadaver studies of the rhesus monkey it was deduced that the function of the air sac is to act as a resonating chamber.	sac	95 98	0	1
98051	Recordings were made of three rhesus monkeys before and after surgical removal of the air sac.	sac	90 93	0	1
98051	This finding suggests that the laryngeal air sac does not play an important role in the resonant properties of the monkeys' vocal tracts.	sac	45 48	0	1
98604	Compared with the single-dose SAC after the TAC, some consistently reactive animals did not respond to the SAC, the maximal concentration of A used for testing.	SAC	107 110	0	1
98604	When the SAC system was similarly evaluated by repeat challenges with the same A concentration, the second response was generally less than the first.	SAC	9 12	0	1
98667	Alterations of the optic nerve head were confined to the axon segments anterior to the injury, and included aggregation of mitochondria, disruption of neurotubules, and swelling.	axon	57 61	1	0
98667	These findings suggest that optic nerve injury produces damming of axoplasmic flow and that swelling of the optic nerve head is the result of axon enlargement.	axon	142 146	1	0
98908	3) vacuolar and sarcolemmal membranes surrounding the MVB disintegrated;	MVB	54 57	1	0
98908	4) vesicles released from MVB adhered to the cellular surface and the coat of their membrane blended with the coat of the sarcolemma.	MVB	26 29	1	0
98962	The relationship between axon and Schwann cell was quite similar to that of normal peripheral nervous system, but two striking alterations of the nerves existed: One is the dissociation of unmyelinated fibers, and the other is the degenerative changes of the axon and the myelin sheath.	axon	25 29	1	0
99139	Comparative studies on two ferredoxins from the cyanobacterium Nostoc strain MAC.	MAC	77 80	0	1
99139	Two ferredoxins were isolated from the cyanobacterium Nostoc strain MAC grown autotrophically in the light or heterotrophically in the dark.	MAC	68 71	0	1
99439	The majority of transfer-deficient mutants were donor-specific phage resistant, supporting the view that sex pili and other surface components are essential for conjugal transfer (since the phages PRD1 and PR4 adsorb to these sites).	pili	109 113	1	0
99453	And (iv) colonial variation in which both variants were piliated but with distinctly different pili.	pili	95 99	1	0
99496	They bear distinctive collections of small, clear, tubular or large granular vesicles, which distinguish one category of axon from another.	axon	121 125	1	0
99960	Ultrastructurally, the staining occurs in different axon terminals, lysosomes, neuronal surface membranes and the cytoplasm of glial cells.	axon	52 56	1	0
100193	We correlate simultaneously the separate rod and cone responses, the ERC sensitivity curves, their timing and the biphasic dark adaptation curve.	ERC	69 72	0	1
100483	Axon terminals contained either round of flattened vesicles.	Axon	0 4	1	0
100483	Axon terminals and dendrites commonly formed synaptic complexes.	Axon	0 4	1	0
100483	In addition it is postsynaptic to axon terminals containing flattened vesicles.	axon	34 38	1	0
100483	In another type a large dendrite formed the central element which is postsynaptic to axon terminals containing round or flattened vesicles.	axon	85 89	1	0
100629	Strangulation of small bowel into the lesser peritoneal sac.	sac	56 59	0	1
101282	After small lesions within the cortex of area 4 of the monkey degenerating axon terminals have been seen with the electron microscopy to contact the cell bodies, proximal parts of the apical dendrites and initial segments of Betz cells 0.5 to 2.5 mm from the damage.	axon	75 79	1	0
101282	The degenerating axon terminals make symmetrical synapses which are presumed to be inhibitory in function.	axon	17 21	1	0
102659	The few anomalous results suggest that alternative or additional factors may control optic axon projections.	axon	91 95	1	0
102732	Monovalent rabbit antisera were prepared to highly purified gonococcal lipopolysaccharide, to pili and to two major purified outer envelope proteins.	pili	94 98	1	0
102732	Pili were relatively ineffective.	Pili	0 4	1	0
103440	Our results indicate that the effect of the drug on resistance depends in part on an increase in Na conductance across the luminal cell membrane (amiloride-insensitive), but is caused mainly by an increase of ionic conductances (with the sequence GK greater than GNa greater than G choline greater than GCI) at a site in parallel with the impaled cells (i.e., across a cell type not investigated by the microelectrode measurements or across the paracellular pathway.	GCI	303 306	0	1
103560	Antibody to gamma-RNP is different in immunologic specificity and clinical significance from antibody to nuclear RNP and is present primarily in patients with systemic lupus erythematosus.	RNP	113 116	1	0
103739	Interhemispheric antidromic latencies ranged from 2.6--18.0 ms (median = 7.0 ms) while the conduction velocity along the length of the axon ranged from 2.8 to 22.5 M/s (median = 7.4 M/s) while the conduction velocity along the length of the axon ranged from 2.8 to 22.5 M/s (median = 7.4 M/s. Following the relative refractory period of a single prior impulse, all but one of 61 callosal efferent neurons studied showed a supernormal period of increased axonal conduction velocity and excitability. Following several prior impulses, the supernormal period was followed by a subnormal period of decreased axonal conduction velocity and excitability, which, depending on the number of prior impulses, lasted from several hundred ms to nearly 2 min.	axon	135 139	1	0
103899	It emphasizes the importance of scanning the entire contents of the amniotic sac rather than simply looking at the portion for which the examination was ordered.	sac	77 80	0	1
104106	As compared to PVC, the rate of inflammation and thrombosis was significantly decreased.	PVC	15 18	0	1
104744	Development of ocularity domains and growth behaviour of axon terminals.	axon	57 61	1	0
104873	[Ultrastructural study of the nucleolar cycle in Physarum polycephalum using EDTA preferential stain for RNP (author's transl)].	RNP	105 108	1	0
105435	[Distribution of erythrocyte antigens and blood protein factors among the population of genogeographical zones of the Ukrainian SSR].	SSR	128 131	0	1
106072	Axon projections of spiny stellate neurons in the other divisions of lamina 4 differ in cat and monkey: the small, closely packed neurons in the lowermost division of lamina 4 (4B in the cat, 4Cbeta in the monkey) project chiefly within lamina 4 in the cat whereas in the monkey they have a strong projection to lamina 3.	Axon	0 4	1	0
106072	Most non-spiny stellate neurons examined have precisely organized interlaminar axonal projections which differ from the axon trajectories of neighboring spiny neurons.	axon	120 124	1	0
106265	[Cardio-Patho-Cord CPC 100: a new instrument for long-term ECG monitoring].	CPC	19 22	0	1
106938	The protein reacted with a heterologous antiserum to HL-B antigens and contained subunits of MW 33 000 and 27 000.	HL-B	53 57	0	1
107257	Homologous antisera also bound preferentially to pili purified from the homologous strains.	pili	49 53	1	0
107271	In addition, both RNP transcripts and replication forks were found on some virus duplex DNA.	RNP	18 21	1	0
107369	Therefore, 3-0-methylated derivatives may inhibit 6-hydroxydopamine uptake at axoplasmic membrane sites, but not inside the axon.	axon	124 128	1	0
108123	It could not be decided whether the excitatory input for this interneurone comes from retinal axon collaterals (forward inhibition) or from axon collaterals of "principal" cells in the superior colliculus (backward inhibition).	axon	140 144	1	0
108311	Ultrasonic diagnosis of ectopic pregnancy has been thought to depend on exclusion of intrauterine pregnancy on the basis of absence of an intrauterine gestational sac.	sac	163 166	0	1
108311	Two cases illustrating intrauterine echoes suggesting a gestational sac associated with ectopic pregnancy and a plausible explanation for this phenomenon are presented.	sac	68 71	0	1
108311	Because of this and the rare possibility of coexisting intrauterine and extrauterine pregnancies, the ultrasonographer must be wary of dismissing the possibility of an ectopic pregnancy because of an intrauterine gestational sac, whether real or apparent.	sac	225 228	0	1
108467	Pasteurella multocida was repeatedly isolated from the air sac for a period of 1 year.	sac	59 62	0	1
108467	Biopsies of the air sac taken during the course of the disease initially revealed goblet cell hyperplasia.	sac	20 23	0	1
108467	The condition was resolved after surgical resection of the air sac lining membrane.	sac	63 66	0	1
108871	The chick embryo was used to investigate the pathogenicity of Listeria monocytogenes when inoculated into the air sac.	sac	114 117	0	1
109068	Within one month, atrophy of distal axon segments was complete.	axon	36 40	1	0
109071	By identifying degenerating axons in tissue specimens from 22 primate eyes, it was possible to demonstrate the normal course of axon fibers.	axon	128 132	1	0
109071	Within and behind the lamina cribrosa, areas of degeneration following retinal photocoagulation were well circumscribed and confined to a group of adjacent axon bundles.	axon	156 160	1	0
109475	The distribution of retino-collicular axon terminals in rhesus monkey.	axon	38 42	1	0
109545	During attempts to create a realistic model of fatal bacteremia due to Pseudomonas aeruginosa during immunosuppression, it was found that the invasive as well as the disseminated phase of infection could be mimicked by gentle instillation of 10(8) colony-forming units of P. aeruginosa into the intact conjunctival sac of agranulocytic rabbits.	sac	315 318	0	1
109564	In addition, the inability of (A x B)F1 leads to parentA chimeric helper T cells to collaborate with (B + accessory) cells from parentB was successfully reversed by the addition of parentA SAC as added accessory cells.	SAC	189 192	0	1
110391	It was significantly reduced in the malnourished animals at P20, but at P40, following rehabilitation, the difference was no longer statistically significant.	P40	72 75	0	1
110391	At P40 this difference was no longer present.	P40	3 6	0	1
110391	The mean volume of upper layer II/III cell bodies was estimated and found to be significantly reduced in the experimental animals at P20 but not at P40.	P40	148 151	0	1
110450	Types of degenerating geniculocortical axon terminals and their contribution to layer IV of area 17 in the squirrel monkey .	axon	39 43	1	0
110450	Two to five days after the lesion, numerous axon terminals were affected by a variety of degenerative changes, i.e., enlargement and distortion of synaptic vesicles, neurofilamentous hyperplasia, electron-lucent and electron-dense reactions.	axon	44 48	1	0
110450	Among the degenerating boutons were the largest axon endings that occur in layer IV.	axon	48 52	1	0
110450	The postsynaptic structure most frequently contacted by degenerating axon endings was the dendritic spine, followed by dendrites of small diameter.	axon	69 73	1	0
110450	To account for the diversity of degenerative changes in the same fiber system, we offer the tentative suggestion that heterogeneously degenerating axon terminals arise from a heterogeneous population of neurons in the lateral geniculate nucleus, i.e., from magnocellular versus parvocellular laminae.	axon	147 151	1	0
110692	Pili of Neisseria meningitidis: effect of media on maintenance of piliation, characteristics of Pili, and colonial morphology.	Pili	0 4	1	0
110692	In contrast to information in the literature which indicates that meningococci rapidly lose pili upon cultivation in vitro, we found that piliation of meningococci could be maintained in vitro for 15 or more passages.	pili	92 96	1	0
110692	Pili were present on all eight isolates tested, whether from asymptomatic carriers or from subjects with meningococcal disease.	Pili	0 4	1	0
110692	On one medium (Thayer-Martin medium with supplement B), there was partial or complete loss of pili by all strains.	pili	94 98	1	0
110692	The optimal medium for maintaining pili was chocolate agar with 1% IsoVitaleX;	pili	35 39	1	0
110692	Meningococci passed on this medium generally maintained their initial density of piliation (3 to 34 pili per diplococcus).	pili	100 104	1	0
111032	An exception to this generalization is the smallest of 30S RNP core polypeptides, the Mr 34,000 protein, which has a relatively high turnover rate.	RNP	59 62	1	0
111032	The relationship of the various synthesis and degradation rates to the physiological state of mammalian cells remains to be determined, as does the pathway of assembly and disassembly of RNP substructures during re-utilization of the proteins and during their turnover.	RNP	187 190	1	0
111032	Immunofluorescent studies, which have confirmed the expected nucleoplasmic or euchromatic localization of the RNP core proteins, have also indicated that these species are stable during mitosis, at which time they are dispersed through the cell away from the condensed chromosomes.	RNP	110 113	1	0
111402	In the mice the application was done i. v., i. p. and p. o., in the chick embryos via the allantoic sac, in the kittens p. o. and i. p., in the rabbits via tied-up sections of the small intestine by the loop-test method.	sac	100 103	0	1
111975	[Simultaneous detection of pili and capsules on Neisseria gonorrhoeae by means of the electron microscope (author's transl)].	pili	27 31	1	0
112245	Since, in this area, multiunit activity represents the summation of a large number of axon terminals, the release of a hypothalamic hormone other than Gn-RH is put foreward as a possible hypothesis.	axon	86 90	1	0
113102	In the median eminence of thyroidectomized tadpoles, the monoaminergic axon terminals did not develop.	axon	71 75	1	0
113174	Cell surface components such as pili, lipopolysaccharide, outer membrane proteins, and a capsule are associated with the virulence and pathogenicity of this organism.	pili	32 36	1	0
113373	A single dose of 20 mg beta-D-lactose injected into the amniotic sac of rats on day 17 of pregnancy induced an increase in lactase activity in fetal jejunum.	sac	65 68	0	1
113951	The threshold for click trains was found to be equal 55--60 mcs for temporal cue and 1.5--1.8 dB for intensity differences.	mcs	60 63	0	1
114272	Cell-bodies and axon units were recognized on the basis of the shape of the spikes.	axon	16 20	1	0
114509	They are commonly found within synaptic complexes in which they are presynaptic to dendrites of various sizes, and are themselves postsynaptic to smaller axon terminals containing flattened vesicles.	axon	154 158	1	0
114509	No dorsal root axon terminals formed axosomatic synapses.	axon	15 19	1	0
115857	On the other hand, core proteins were fractionated by a combination of gel filtration and ion-exchange column chromatography into components p27, p19, and p15.	p19	146 149	0	1
115857	The present study also demonstrated that QV2 p19 is structurally altered from the corresponding protein of avian myeloblastosis virus, a reference avian leukosis-sarcoma virus having a well-characterized polypeptide composition.	p19	45 48	0	1
115908	The origin of the various types of axon terminals in Macaca pulvinar remains uncertain because of the contradictory results obtained in EM degeneration studies.	axon	35 39	1	0
116827	Their RNP fibers cross-react with antibodies raised against ribosomal proteins in a manner similar to that observed for ribosomal RNP.	RNP	6 9	1	0
116907	Synthesis of proteins coded by plasmid vectors of pCV series (Apr, Tcr) and their recombinant derivatives in E. coli minicells.	Tcr	67 70	0	1
116907	Polypeptide synthesis directed by vector plasmids of pCV series conferring ampicillin and tetracycline resistance (Apr, Tcr) and by recombinant plasmids have been analyzed using the minicell system.	Tcr	120 123	0	1
116907	It has been found that a polypeptide of 34 000 daltons is responsible for the Tcr phenotype and regulated from the promoter near the HindIII site.	Tcr	78 81	0	1
116945	The strength and the nature of the covariance between tooth and body size was investigated in Homo, Gorilla, Pan, Papio and Colobus.	Pan	109 112	0	1
117104	Such patterns are consistent with the suggestion that the fetal urine is a source of alpha-galactosidase and N-acety-beta-hexosaminidase activities and that sheep urine is first accumulated in the allantoic sac via the urachus up to 86--90 days of gestation and thereafter passes more and more into the amniotic sac.	sac	207 210	1	0
117589	Samples of the dorsal rumen sac of these wethers were subjected to patho-anatomical, histological, histo-chemical, and electron-microscopical examination.	sac	28 31	1	0
117896	The enzyme tracer gains access to the yolk spheres only when supplied to the oocyte in vivo.	yolk	38 42	1	0
117947	Pharmacological doses of purified testosterone and dihydrotestosterone also induce synthesis of this yolk precursor.	yolk	101 105	1	0
118157	Mutants selected directly on the basis of transfer deficiency which also became donor-specific phage resistant fell into all 10 cistrons, suggesting that many R91-5 transfer cistrons are concerned with the synthesis of sex pili and other surface structures necessary for conjugal transfer.	pili	223 227	1	0
118183	The most specific finding is an incomplete myometrial mantle around the sac.	sac	72 75	0	1
118183	An eccentrically placed sac and failure to demonstrate the sac within the uterine cavity, i.e., near the internal os on the longitudinal scans, may be helpful ancillary findings.	sac	24 27	0	1
118695	The place of myotomy of the cricopharyngeal muscle without ablation of the sac in the treatment of small asymptomatic diverticula is discussed.	sac	75 78	0	1
118702	Nuclei of cells in stationary cultures showed the presence of perinucleolar granules of RNP whereas, within a few hours after subculture, the nuclei contained widely dispersed specks of antigen.	RNP	88 91	1	0
119420	Male and female Beagle dogs and Cynomolgus monkeys were exposed to anaesthetic (1.5 MAC) and subanaesthetic (1/100 MAC) levels of enflurane and halothane for 3 hours on alternate days for 4 weeks.	MAC	84 87	0	1
119438	This study also concludes, however, that although the fossil is projected closer to Pan and Homo than to Pongo, the distances are considerably greater than found between behaviorally similar modern forms.	Pan	84 87	0	1
119623	Thus, angiotensin II in the amniotic fluid may be derived both from fetal urine and/or as the product of enzymatic reactions in the amniotic sac;	sac	141 144	1	0
120480	Results based on the analysis of the reversion process led to the conclusion that magnification consists of a progressive integration into the bobbed locus of free rDNA copies.	rDNA	164 168	1	0
120480	The extensive characterization of reverted bobbed loci lends substantial support to the extra copies model of rDNA magnification.	rDNA	110 114	1	0
120504	For the treatment of amnionitis, direct instillation of the medicament into the amniotic sac is recommended.	sac	89 92	1	0
121183	Also a catheter was introduced into the amniotic sac of one group and after 2 and 5 hours amniotic fluid was also withdrawn from both groups and examined.	sac	49 52	1	0
121963	Our results show the presence of a fraction which precipitate with CPC and another one which not precipitate with CPC.	CPC	67 70	0	1
121963	The CPC precipitable material fractionated on CPC-Cellulose column shows the presence of 5 Glycosaminoglycans;	CPC	4 7	0	1
121963	The not CPC precipitable material contains uronic acid, galactose, sulfate, galactosamine and cannot be related to Keratan sulfate.	CPC	8 11	0	1
122166	In the mouse, a set of physical parameters (of the HSC) has been collected which agree with its morphologic description.	HSC	51 54	0	1
122358	As compared to PVC the rate of inflammation and thrombosis was significantly decreased.	PVC	15 18	0	1
122869	Usually each beta axon innervated a single spindle while no spindle received more than two beta axons.	axon	18 22	1	0
123078	[Contact infections with Crimean hemorrhagic fever in the Tadzhik SSR].	SSR	66 69	0	1
123099	[Organization of complex treatment of children with facial clefts in the Latvian SSR].	SSR	81 84	0	1
123587	It is suggested that in spindles in which the nuclear bag fibres are controlled by the same axon, it is a 'dynamic' gamma, or occasionally beta, axon.	axon	92 96	1	0
123685	[Isolation of A. boydii from the soil of the Tadzhik SSR].	SSR	53 56	0	1
123685	The authors present a detailed description of a pathogenic strain of Allescheria boydii Shear, isolated from a soil sample obtained from the karst cave in the vicinity of the Iskan derkerev lake, the Tajik SSR (the morphology of the conidial and ascosporic stages of the fungus, its physiological and biochemical activity and experimental pathogenicity).	SSR	206 209	0	1
124111	[Comparative study of the female genital cancer morbidity in the Georgian SSR, Latvian SSR and Kazakh SSR].	SSR	74 77	0	1
124167	[History of the development of pathological anatomy in the Uzbek SSR].	SSR	65 68	0	1
124416	[Results of rehabilitation treatment of invalids of the Patriotic War with the aftereffects of battle injuries of the musculo-skeletal apparatus in the Belorussian SSR].	SSR	164 167	0	1
124435	[Significance of residual changes in the lungs detected during fluorographic examinations of the rural population in the Kazakh SSR].	SSR	128 131	0	1
124719	The number and distribution of primary and secondary sensory endings has been studied in 52 de-efferentated baboon muscle spindles and the axon diameters of the afferent fibres innervating these endings have been measured.	axon	139 143	1	0
124786	Histological changes in the wall of the copulatory sac of normal adult female thorny skates, Raja radiata, were compared with those naturally infected with Trichodina oviducti.	sac	51 54	1	0
124870	[50 years of progress in the control of tuberculosis in the Turkman SSR].	SSR	68 71	0	1
124951	[Public health in the Uzbek SSR during the past 50 years].	SSR	28 31	0	1
124989	[Veterinary science in the Kirghiz SSR over the last 50 years].	SSR	35 38	0	1
124994	[Prospect of eliminating piroplasmosis in the Kirghiz SSR].	SSR	54 57	0	1
125031	These include the partitioning of HVA between different routes of elimination from the brain, the rates of transport from CSF to blood and from the lateral ventricle to the lumbar sac, CSF space volumes, and methodologic problems.	sac	180 183	0	1
125706	The RIHSA or Ytterbium isotope-examination are not an extra burden to the patient if the radiopharmacon is introduced into the dural sac following Queckenstedt's test.	sac	133 136	0	1
125974	If a definite site in the paranodal myelin sheath was damaged without affecting the axon, an action potential could no longer be elicited, although the resting potential as well as the stationary current-voltage behaviour remained unchanged.	axon	84 88	1	0
125974	A damage of the axon resulted in a break down of membrane potential and resistance.	axon	16 20	1	0
125974	The membrane potential and stationary current-voltage behavior can be attributed to the axon membrane.	axon	88 92	1	0
126228	In this unusual arrangement, notably the lack of the low-molecular-weight acyl carrier protein component seen in other FAS systems, as well as in its enzymatic properties, the Neurospora FAS complex is quite similar to the yeast enzyme.	FAS	119 122	1	0
126593	The mRNP *-particles, isolated from polysomes, have sedimentation-coefficients from 10 to 80S and a density of 1.4 g/cm3, the polysomes a density of 1.58 g/cm3 and the ribosomes a density of 1.6. g/cm3.	mRNP	4 8	1	0
126631	In the myelin-forming fibres a swelling between the axolemm and the first inner intraperiod-line of the Schwann cell develops with displacement of the otherwise intact axon.	axon	168 172	1	0
126673	The content of RNP in the regeneration cells is high, but in the process of differentiation of its elements it becomes lower.	RNP	15 18	1	0
127423	[Some epidemiological factors in the incidence of female genital cancer in the Azerbaijan SSR].	SSR	90 93	0	1
127423	In the structure of cancer morbidity of the female genitalia in Azerbaijan SSR within a ten-year period (1957-1966) cervical cancer occupies the first place--86.6%, it is observed more frequently among Russian female population (46.4 per 100 000 wives) and more rarely among aboriginal female population (7.1 per 100 000 wives).	SSR	75 78	0	1
127652	Conventional sedimentation equilibrium experiments suggest a molecular weight for cardiac TN-I of 22 900 +/- 500.	TN-I	90 94	1	0
127652	The mobility of TN-I on sodium dodecyl sulfate gels may be anomalous due to the high proportion of basic amino acid residues in the protein.	TN-I	16 20	1	0
127652	Cardiac TN-I and troponin interact to form a tight complex, even in the presence of 6 M urea.	TN-I	8 12	1	0
127652	The results of this study invite direct comparison with results published for rabbit skeletal TN-I.	TN-I	94 98	1	0
128625	In this work, the distribution of fusimotor axons has been established in only one muscle spindle of the cluster of muscle spindles that each fusimotor axon is generally innervating.	axon	152 156	1	0
128625	Generally speaking, a static gamma axon elicits contraction of several intrafusal fibres whereas a dynamic gamma axon innervates only one intrafusal fibre and frequently only one pole of the fibre.	axon	35 39	1	0
128786	[Procedure for improving the fundus of the conjunctival sac in enucleations of the eyeball, with symblepharon, by supplementing it with Tenon's capsule].	sac	56 59	0	1
128827	[Current problems in equalizing the standards of medical care of the urban and rural population of the Kazakh SSR].	SSR	110 113	0	1
128895	In some Republics of Central Asia (Uzbek SSR, Turkmen SSR) the incidence of esophageal cancer was found to be high, exceeding several times the corresponding indices in the USSR and other Socialist Republics.	SSR	41 44	0	1
128979	The respiratory epithelium of the air sac and that of the buccal cavity resemble each other in having high vascularization, very small air/blood pathway (below 1 mum), phospholipid, ascorbic acid content and having two morphologically distinct mucous cells.	sac	38 41	0	1
129305	A new micromethod for fractionation of acid mucopolysaccharides based upon the use of different concentrations of HC1 to separate the complex of CPC with non-sulphated, monosulphated and polysulphated acid mucopolysaccharides (glycosaminoglycans) is presented.	CPC	145 148	0	1
129354	[Assessment of the genetically significant doses due to x-ray studies conducted in the Azerbaijani SSR].	SSR	99 102	0	1
129638	On 34 rabbits we supported the trachea with endotracheal tubes of PVC or PTFE (Teflon).	PVC	66 69	0	1
129669	[Materials for determination of physiological age and gonotrophic cycle duration in mosquito Anopheles hyrcanus in the south of Azerbaijan SSR].	SSR	139 142	0	1
129858	[Some ways to improve scientific and technical medical information in the public health system of the Moldavian SSR].	SSR	112 115	0	1
129890	[Organization of oncological aid to patients with cancer of the facial skin (based on materials collected in the Azerbaijan SSR].	SSR	124 127	0	1
129958	[Provision for the radiation protection of medical personnel in a radiogynecologic department (according to the experience of the Research Institute of Oncology and Medical Radiology of the Ministry of Health of the Belorussian SSR)].	SSR	228 231	0	1
129959	[Organization of medical service and social insurance of invalids of the Great Patriotic War in the Ukrainian SSR].	SSR	110 113	0	1
130052	On the muscular fuel of the air sac in an air breathing fish.	sac	32 35	0	1
130052	The hyohyoideus muscle which is responsible for inflating and contracting the air sac in an air breathing fish, Amphipnous cuchia, belongs to white fibre type as it lacks muscle myoglobin.	sac	82 85	0	1
130256	[Computer planning of the optimal allocation of the pharmacy network in the Moldavian SSR].	SSR	86 89	0	1
130468	A motor axon was identified as skeletofusimotor when repetitive stimulation of it elicited both the contraction of extrafusal muscle fibers and as acceleration of the discharge of primary ending, which persisted after selective block of the neuromuscular junctions of extrafusal muscle fibers.	axon	8 12	1	0
130595	[Parasitic fauna of fishes in the "Chilu-chor Chashma" Spring (Tadzhik SSR) with a constant and high water temperature].	SSR	71 74	0	1
130600	[Epizootiology of cutaneous leishmaniasis in the oasal zone of Tashauz Province, Turkmen SSR].	SSR	89 92	0	1
131053	[Development of industrial sanitary inspection and the prevention of occupational morbidity in the Belorussian SSR].	SSR	111 114	0	1
131493	Simultaneously there is an increase in the concentration of IMP and NH4+.	IMP	60 63	0	1
131493	The increase in IMP level and the decrease in adenylate pool are essentially in 1:1 stoichiometry, a result showing that the adenylate pool is decreased by the reaction catalyzed by 5'-AMP deaminase (EC 3.5.4.6.).	IMP	16 19	0	1
131584	Myosin ATP-ase activity was activated by IA in the presence of Mg+2 and inhibited in the presence of EDTA.	IA	41 43	1	0
131584	ATPase activity of IA at high temperature (55) was about 0.054 min(-1) and was not affected by a deformation of threads.	IA	19 21	1	0
131584	Mechanical properties of IA threads were changed when treated by reagnets influencing intra- and inter-molecular interactions of actin molecules, and these changes themselves were highly dependent on IA threads deformation.	IA	25 27	1	0
131744	The investigation was carried out in Pushkin region of Azerbaijan SSR.	SSR	66 69	0	1
131748	[Results of the sanitary helminthological study of greens, vegetables, berries and fruits in the Azerbaijani SSR].	SSR	109 112	0	1
131942	[Problems of the preventive medical examination of patients with hemophilia in the Azerbaijan SSR].	SSR	94 97	0	1
132009	[Organization of an oncological service in the Armenian SSR].	SSR	56 59	0	1
132113	M1 was smaller for the Group B patients than for the normals for Group A and decreased slightly after surgery.	M1	0 2	0	1
132393	Three new species of Gyrodactylus Nordmann, 1832 are described from Varicorhinus capoeta gracilis (Keyserling) from the River Lenkoranka (Azebaijan SSR) as follows: G. varicorhini sp. n., G. capoetai sp.n. and G. mikailovi sp.n.	SSR	148 151	0	1
132394	Two new species of Gyrodactylus, namely G. kafirniganensis sp. n. and G. hemivicinus sp. n., are described from the fins and nostrils ofSchizothorax intermedius from the River Kafirnigan (Tajik SSR).	SSR	194 197	0	1
132766	[Reasons for late detection of cancer of the female genital organs (according to findings of the Georgian SSR Oncologic Scientific Research Institute)].	SSR	106 109	0	1
132829	[An outstanding scientist (on the 75th birthday of the Academician of the Armenian SSr Academy of Sciences Kh. S. Koshtoiantsa)].	SSr	83 86	0	1
132877	Three cases of gastroschisis are described, managed surgically in the neonatal period by staged reduction employing a dacron reinforced silastic sac.	sac	145 148	0	1
133745	The reduction in the size of the axon was twice that of the myelin sheath.	axon	33 37	1	0
133857	The investigation was carried out in Pushkin region of Azerbaijan SSR.	SSR	66 69	0	1
134370	[Successes in the control of tuberculosis in the Tadzhik SSR].	SSR	57 60	0	1
134539	In the white pulp of rat spleens cell numbers were studied in the different compartments following intravenous administration of comparable doses of paratyphoid vaccine (PTV, thymus-independent) and sheep red blood cells (SRBC, thymus-dependent).	PTV	170 173	0	1
134539	In the thymus-dependent area PTV caused oedema 12-24 hours after administration.	PTV	29 32	0	1
134539	In the bone marrow-dependent areas a massive shift of medium-sized lymphocytes from the marginal zone to the follicles took place in the first 24 hours following PTV administration.	PTV	162 165	0	1
